content_completed,content_required,checklist_completed,quiz_completed,total_quiz_attempts,discussion_post_created,discussion_post_replies,discussion_post_read,number_of_assignment_submissions,total_time_spent_in_content,number_of_logins_to_the_system,term,pseudo_course,gender,imm_status,age,total_course_count,course_count_by_term,completion_ratio,logins_per_course,avg_time_per_login,avg_time_by_completed_content,at_risk
96,103,0,0,0,1,0,3,16,9796,838,F,course_325,F,international,26,13,6.0,0.9320388349514563,64.46153846153847,151.96658711217182,102.04166666666667,0
96,117,0,0,0,0,0,0,17,7089,505,F,course_325,F,international,24,13,7.0,0.8205128205128205,38.84615384615385,182.48910891089108,73.84375,0
96,96,0,0,0,0,0,0,0,32007,812,F,course_8,M,international,41,12,6.0,1.0,67.66666666666667,473.00985221674875,333.40625,0
96,115,0,3,3,0,0,0,10,7530,689,F,course_102,F,domestic,37,21,7.0,0.8347826086956521,32.80952380952381,229.5065312046444,78.4375,0
96,96,0,0,0,0,0,0,0,45102,598,F,course_8,M,domestic,19,13,6.0,1.0,46.0,980.4782608695652,469.8125,0
96,96,0,0,0,0,0,0,0,114780,1142,F,course_8,F,international,21,12,6.0,1.0,95.16666666666667,1206.0945709281962,1195.625,0
96,96,0,0,0,0,0,0,0,11310,566,F,course_8,M,domestic,45,12,6.0,1.0,47.166666666666664,239.78798586572438,117.8125,0
95,149,0,0,0,3,22,57,2,5577,1330,F,course_195,M,international,27,8,7.0,0.6375838926174496,166.25,33.545864661654136,58.705263157894734,0
95,137,0,0,0,0,0,0,0,11101,940,F,course_193,M,domestic,20,10,6.0,0.6934306569343066,94.0,118.09574468085107,116.85263157894737,0
95,110,0,5,5,1,0,17,6,12398,904,F,course_347,M,international,27,11,6.0,0.8636363636363636,82.18181818181819,150.86061946902655,130.50526315789475,0
95,117,0,0,0,0,0,0,21,15324,909,F,course_325,M,international,27,11,6.0,0.811965811965812,82.63636363636364,185.43894389438944,161.30526315789473,0
95,149,0,0,0,3,13,47,1,2542,1121,F,course_195,M,international,38,8,7.0,0.6375838926174496,140.125,18.140945584299732,26.757894736842104,0
94,110,0,3,3,0,0,0,9,10931,484,F,course_105,F,domestic,48,21,7.0,0.8545454545454545,23.047619047619047,474.2789256198347,116.2872340425532,0
94,95,0,10,24,0,0,0,6,42226,1397,F,course_36,F,domestic,41,12,6.0,0.9894736842105263,116.41666666666667,362.7143879742305,449.21276595744683,0
94,104,0,7,16,0,0,0,0,46134,1324,F,course_206,M,international,25,18,10.0,0.9038461538461539,73.55555555555556,627.1993957703927,490.78723404255317,0
94,95,0,10,14,0,0,0,6,20092,1258,F,course_36,M,domestic,49,9,7.0,0.9894736842105263,139.77777777777777,143.74244833068363,213.74468085106383,0
94,95,0,9,10,0,0,0,5,17985,1708,F,course_36,M,international,22,12,6.0,0.9894736842105263,142.33333333333334,126.3583138173302,191.32978723404256,0
93,104,0,7,11,0,0,0,2,34861,591,F,course_206,F,international,40,18,10.0,0.8942307692307693,32.833333333333336,1061.7563451776648,374.8494623655914,0
93,117,0,0,0,0,0,0,17,27053,838,F,course_325,M,international,43,11,6.0,0.7948717948717948,76.18181818181819,355.1109785202864,290.89247311827955,0
93,117,0,0,0,0,0,0,12,12941,949,F,course_325,M,international,24,13,7.0,0.7948717948717948,73.0,177.27397260273972,139.1505376344086,0
93,149,0,0,0,3,12,33,5,10225,847,F,course_195,M,international,32,8,7.0,0.6241610738255033,105.875,96.57615112160566,109.94623655913979,0
92,95,0,10,22,0,0,0,5,4308,1512,F,course_36,M,domestic,45,14,7.0,0.968421052631579,108.0,39.888888888888886,46.82608695652174,0
92,92,0,4,4,2,3,112,2,6369,433,F,course_21,M,international,27,13,6.0,1.0,33.30769230769231,191.21709006928407,69.22826086956522,0
92,117,0,7,12,0,0,0,0,17483,1833,F,course_26,M,domestic,23,12,7.0,0.7863247863247863,152.75,114.45499181669395,190.0326086956522,0
92,140,0,0,0,0,0,0,0,88669,3200,W,course_44,M,international,25,13,6.0,0.6571428571428571,246.15384615384616,360.2178125,963.7934782608696,0
92,158,0,11,15,0,1,5,1,6178,824,F,course_354,M,international,26,12,6.0,0.5822784810126582,68.66666666666667,89.97087378640776,67.15217391304348,0
91,96,0,0,0,0,0,0,0,40541,879,F,course_8,F,domestic,21,5,5.0,0.9479166666666666,175.8,230.60864618885094,445.5054945054945,1
91,104,0,5,7,0,0,0,1,83513,950,F,course_206,M,international,51,19,10.0,0.875,50.0,1670.26,917.7252747252747,0
91,95,0,10,47,0,0,0,6,10944,5026,F,course_36,M,domestic,22,12,7.0,0.9578947368421052,418.8333333333333,26.12972542777557,120.26373626373626,0
91,140,0,0,0,0,0,0,0,90537,3408,W,course_44,M,domestic,34,10,5.0,0.65,340.8,265.66021126760563,994.9120879120879,0
91,117,0,8,16,0,0,0,4,194328,1275,F,course_26,M,domestic,41,12,6.0,0.7777777777777778,106.25,1828.969411764706,2135.4725274725274,0
91,92,0,4,4,2,1,42,2,13374,924,F,course_21,F,international,26,13,6.0,0.9891304347826086,71.07692307692308,188.16233766233765,146.96703296703296,0
91,95,0,0,0,0,0,0,0,102189,736,F,course_8,F,domestic,25,12,6.0,0.9578947368421052,61.333333333333336,1666.125,1122.956043956044,0
91,122,0,7,9,0,0,0,1,952,1074,F,course_317,M,international,27,7,6.0,0.7459016393442623,153.42857142857142,6.204841713221602,10.461538461538462,0
91,92,0,4,4,1,2,7,3,8264,596,F,course_21,F,international,27,13,6.0,0.9891304347826086,45.84615384615385,180.25503355704697,90.81318681318682,0
91,92,0,5,5,0,0,0,0,7801,1465,F,course_63,M,international,25,22,8.0,0.9891304347826086,66.5909090909091,117.1481228668942,85.72527472527473,0
90,90,0,0,0,0,0,0,10,26006,1000,F,course_189,F,domestic,21,3,1.0,1.0,333.3333333333333,78.018,288.9555555555556,0
90,90,0,3,3,0,0,0,3,2045,977,F,course_319,M,international,39,7,6.0,1.0,139.57142857142858,14.651995905834186,22.72222222222222,0
90,90,0,4,4,0,0,0,2,5754,1777,F,course_88,F,domestic,25,10,4.0,1.0,177.7,32.38041643218909,63.93333333333333,0
90,90,0,0,0,0,0,0,11,35558,425,F,course_189,M,domestic,21,12,6.0,1.0,35.416666666666664,1003.9905882352942,395.0888888888889,0
89,90,0,4,4,1,0,3,2,9910,1028,F,course_16,F,international,30,8,7.0,0.9888888888888889,128.5,77.12062256809338,111.34831460674157,0
